   N    K    R   GF   Coded    Info   Lat Threads Duration
   8    4   50   64 -1331.48 -665.74     0      64       60
  16    8   50   64 2777.77 1388.89     0      64       60
  32   16   50   64 2360.35 1180.17     0      64       60
  64   32   50   64 2376.76 1188.38     0      64       60
 128   64   50   64 1944.66  972.33     0      64       60
 256  128   50   64 2603.06 1301.53     0      64       60
 512  256   50   64 2552.12 1276.06     1      64       60
1024  512   50   64 2509.39 1254.70     2      64       60
