   N    K    R   GF   Coded    Info   Lat Threads Duration
 256   51   19  128 1841.42  366.84     0      64       60
 256   64   25  128 2028.67  507.17     0      64       60
 256   77   30  128 1807.44  543.64     0      64       60
 256   90   35  128 1814.57  637.93     0      64       60
 256  102   39  128 1839.55  732.95     0      64       60
 256  115   44  128 1804.20  810.48     0      64       60
 256  128   50  128 1273.89  636.94     1      64       60
 256  141   55  128 1251.27  689.18     1      64       60
 256  154   60  128 1253.04  753.78     1      64       60
 256  169   66  128 1255.69  828.95     1      64       60
 256  179   69  128 1087.25  760.23     1      64       60
 256  192   75  128 1115.99  837.00     1      64       60
 256  205   80  128 1034.07  828.06     1      64       60
 256  218   85  128  997.66  849.57     1      64       60
 256  230   89  128 1303.51 1171.13     1      64       60
