   N    K    R   GF   Coded    Info   Lat Threads Duration
 256   51   19  128 4561.69  908.77     0      64       60
 256   64   25  128 3583.62  895.90     0      64       60
 256   77   30  128 3294.30  990.86     0      64       60
 256   90   35  128 3041.90 1069.42     0      64       60
 256  102   39  128 3125.17 1245.19     0      64       60
 256  115   44  128 2874.94 1291.48     0      64       60
 256  128   50  128 1489.93  744.97     1      64       60
 256  141   55  128 1379.49  759.80     1      64       60
 256  154   60  128 1327.38  798.50     1      64       60
 256  169   66  128 1295.88  855.49     1      64       60
 256  179   69  128 1153.84  806.78     1      64       60
 256  192   75  128 1155.61  866.71     1      64       60
 256  205   80  128 1046.65  838.14     1      64       60
 256  218   85  128  994.64  847.00     1      64       60
 256  230   89  128 1294.20 1162.76     1      64       60
