   N    K    R   GF   Coded    Info   Lat Threads Duration
   8    4   50   64 -987.29 -493.65     0      64       60
  16    8   50   64 3121.22 1560.61     0      64       60
  32   16   50   64 2370.50 1185.25     0      64       60
  64   32   50   64 2310.39 1155.20     0      64       60
 128   64   50   64 1867.92  933.96     0      64       60
 256  128   50   64 2380.96 1190.48     0      64       60
 512  256   50   64 2295.28 1147.64     1      64       60
1024  512   50   64 2282.06 1141.03     2      64       60
