   N    K    R   GF   Coded    Info   Lat Threads Duration
   8    4   50   64 1040.79  520.39     0       8       60
  16    8   50   64 1103.47  551.73     0       8       60
  32   16   50   64  781.27  390.63     0       8       60
  64   32   50   64  773.86  386.93     0       8       60
 128   64   50   64  615.60  307.80     1       8       60
 256  128   50   64  810.02  405.01     1       8       60
 512  256   50   64  800.19  400.09     3       8       60
1024  512   50   64  798.86  399.43     7       8       60
