   N    K    R   GF   Coded    Info   Lat Threads Duration
  64   32   50    8  183.07   91.53     1       1       60
  64   32   50   16  150.56   75.28     1       1       60
  64   32   50   32  121.85   60.92     2       1       60
  64   32   50   64   86.15   43.08     4       1       60
  64   32   50  128   51.49   25.75     8       1       60
  64   32   50  256   27.92   13.96    18       1       60
  64   32   50  512   12.56    6.28    45       1       60
  64   32   50 1024    6.24    3.12   102       1       60
