   N    K    R   GF   Coded    Info   Lat Threads Duration
 256   51   19   16 5001.07  996.31     0      32       60
 256   64   25   16 5206.82 1301.71     0      32       60
 256   77   30   16 4916.90 1478.91     0      32       60
 256   90   35   16 4966.36 1745.99     0      32       60
 256  102   39   16 4970.80 1980.55     0      32       60
 256  115   44   16 4861.03 2183.66     0      32       60
 256  128   50   16 3603.84 1801.92     0      32       60
 256  141   55   16 3558.88 1960.16     0      32       60
 256  154   60   16 3558.10 2140.42     0      32       60
 256  169   66   16 3462.14 2285.55     0      32       60
 256  179   69   16 3055.24 2136.28     0      32       60
 256  192   75   16 3134.65 2350.99     0      32       60
 256  205   80   16 2915.11 2334.36     0      32       60
 256  218   85   16 2829.39 2409.40     0      32       60
 256  230   89   16 3585.24 3221.12     0      32       60
