   N    K    R   GF   Coded    Info   Lat Threads Duration
  64   32   50    8   81.25   40.63     2       1       60
  64   32   50   16   76.09   38.04     3       1       60
  64   32   50   32   36.03   18.01     8       1       60
  64   32   50   64   27.40   13.70    14       1       60
  64   32   50  128   18.89    9.45    23       1       60
  64   32   50  256   11.08    5.54    46       1       60
  64   32   50  512    5.10    2.55   113       1       60
  64   32   50 1024    2.58    1.29   248       1       60
