   N    K    R   GF   Coded    Info   Lat Threads Duration
  64   32   50    8   39.13   19.57     4       1       60
  64   32   50   16   34.71   17.35     7       1       60
  64   32   50   32   23.57   11.78    13       1       60
  64   32   50   64   20.67   10.34    18       1       60
  64   32   50  128   15.59    7.79    28       1       60
  64   32   50  256    8.98    4.49    56       1       60
  64   32   50  512    4.18    2.09   137       1       60
  64   32   50 1024    2.24    1.12   286       1       60
