   N    K    R   GF   Coded    Info   Lat Threads Duration
   8    4   50   64 1406.41  703.21     0      24       60
  16    8   50   64 1727.93  863.97     0      24       60
  32   16   50   64 1091.33  545.66     0      24       60
  64   32   50   64 1042.16  521.08     0      24       60
 128   64   50   64  869.00  434.50     0      24       60
 256  128   50   64 1217.83  608.92     1      24       60
 512  256   50   64 1164.85  582.43     2      24       60
1024  512   50   64 1156.87  578.43     5      24       60
