   N    K    R   GF   Coded    Info   Lat Threads Duration
  64   32   50    8 2695.83 1347.92     0      24       60
  64   32   50   16 2297.33 1148.67     0      24       60
  64   32   50   32 1790.57  895.29     0      24       60
  64   32   50   64 1042.19  521.09     0      24       60
  64   32   50  128  596.27  298.14     0      24       60
  64   32   50  256  318.05  159.02     1      24       60
  64   32   50  512  146.44   73.22     3      24       60
  64   32   50 1024   71.53   35.76     8      24       60
