   N    K    R   GF   Coded    Info   Lat Threads Duration
   8    4   50   64 -1621.29 -810.65     0      24       60
  16    8   50   64 1853.03  926.51     0      24       60
  32   16   50   64 1051.45  525.73     0      24       60
  64   32   50   64  994.75  497.37     0      24       60
 128   64   50   64  821.21  410.60     0      24       60
 256  128   50   64  992.72  496.36     1      24       60
 512  256   50   64  958.22  479.11     3      24       60
1024  512   50   64  937.60  468.80     6      24       60
