   N    K    R   GF   Coded    Info   Lat Threads Duration
  64   32   50    8  876.77  438.38     0      12       60
  64   32   50   16  745.50  372.75     0      12       60
  64   32   50   32  635.17  317.59     0      12       60
  64   32   50   64  434.00  217.00     0      12       60
  64   32   50  128  247.37  123.69     1      12       60
  64   32   50  256  141.26   70.63     3      12       60
  64   32   50  512   62.40   31.20     9      12       60
  64   32   50 1024   30.63   15.32    20      12       60
