   N    K    R   GF   Coded    Info   Lat Threads Duration
   8    4   50   64 1250.90  625.45     0      12       60
  16    8   50   64 1595.27  797.63     0      12       60
  32   16   50   64  893.96  446.98     0      12       60
  64   32   50   64  855.73  427.86     0      12       60
 128   64   50   64  706.93  353.47     1      12       60
 256  128   50   64  856.63  428.31     1      12       60
 512  256   50   64  817.84  408.92     3      12       60
1024  512   50   64  814.44  407.22     7      12       60
