   N    K    R   GF   Coded    Info   Lat Threads Duration
  64   32   50    8   28.19   14.09     6       1       60
  64   32   50   16   22.78   11.39    11       1       60
  64   32   50   32   15.73    7.87    20       1       60
  64   32   50   64    9.41    4.70    40       1       60
  64   32   50  128    4.55    2.28    98       1       60
  64   32   50  256    2.05    1.02   250       1       60
  64   32   50  512    1.06    0.53   543       1       60
  64   32   50 1024    0.54    0.27  1182       1       60
